mode,load,0_densenet169-8,1_densenet201-2,2_mobilenet_v2-16
mps-uncap,0.8,76.9732332229615,82.3928999900818,32.37775802612306
mps-uncap,0.9,184.84794616699227,201.05192184448234,80.36759853363036
mps-uncap,1.0,454.77362155914307,561.7049503326417,167.77365207672113
mps-uncap,0.5,29.37278747558594,33.689501285552986,13.085384368896484
mps-uncap,0.6,43.93434524536135,38.82262468338008,14.004015922546396
mps-uncap,0.7,49.37434196472168,72.01024532318115,21.57866477966309
mps-uncap,0.1,20.019507408142054,20.88072776794433,5.931272506713866
mps-uncap,0.2,27.11008787155151,28.593652248382572,8.570528030395492
mps-uncap,0.3,29.54802989959713,26.712646484374996,10.77122688293457
mps-uncap,0.4,27.5178718566894,27.41619586944581,12.299876213073732
