mode,load,0_densenet169-8,1_densenet201-2,2_mobilenet_v2-16
mps-uncap,0.8,18.446526527404785,19.09193515777588,5.1044559478759775
mps-uncap,0.9,18.57666015625,18.972814083099365,5.113301277160644
mps-uncap,1.0,18.71046543121338,19.161014556884766,5.147218704223633
mps-uncap,0.5,18.653678894042972,21.471636295318604,5.866351127624513
mps-uncap,0.6,18.039906024932865,20.90848445892334,5.480468273162842
mps-uncap,0.7,17.550349235534668,20.72124481201172,5.107088088989258
mps-uncap,0.1,27.440631389617916,32.67897605895996,6.446380615234374
mps-uncap,0.2,26.88835859298706,31.014516353607178,6.219930648803711
mps-uncap,0.3,26.102294921874996,25.28486251831053,6.221151351928711
mps-uncap,0.4,18.99389266967773,22.576375007629398,5.908856391906738
