mode,load,0_densenet169-8,1_densenet201-2,2_mobilenet_v2-16
mps-uncap,0.8,140.8543586730957,123.22711944580078,55.251359939575195
mps-uncap,0.9,263.319730758667,262.30430603027344,107.97309875488281
mps-uncap,1.0,530.5674076080322,637.0728015899658,210.22367477416992
mps-uncap,0.5,62.90459632873535,64.67509269714355,23.77486228942871
mps-uncap,0.6,87.65959739685059,77.16178894042969,35.80212593078613
mps-uncap,0.7,88.86361122131348,125.18501281738281,37.851810455322266
mps-uncap,0.1,44.83604431152344,50.339460372924805,14.862060546875
mps-uncap,0.2,58.994293212890625,57.08146095275879,19.60015296936035
mps-uncap,0.3,53.61747741699219,58.86650085449219,23.989200592041016
mps-uncap,0.4,53.69830131530762,66.01905822753906,24.828433990478516
