mode,load,0_densenet169-8,1_densenet201-2,2_mobilenet_v2-16
mps-uncap,0.8,22.689104080200195,25.180459022521973,6.844997406005859
mps-uncap,0.9,40.98677635192871,36.43059730529785,12.80522346496582
mps-uncap,1.0,143.42164993286133,177.58655548095703,48.14589023590088
mps-uncap,0.5,15.177488327026367,16.22629165649414,4.74858283996582
mps-uncap,0.6,15.443563461303711,17.781496047973633,4.729986190795898
mps-uncap,0.7,16.451716423034668,20.583152770996094,5.112886428833008
mps-uncap,0.1,18.830060958862305,21.525859832763672,5.680084228515625
mps-uncap,0.2,18.196821212768555,21.301627159118652,5.567073822021484
mps-uncap,0.3,17.534971237182617,20.344257354736328,5.737781524658203
mps-uncap,0.4,17.178058624267578,16.125917434692383,5.443692207336426
