mode,load,0_densenet169-8,1_densenet201-2,2_mobilenet_v2-16
mps-uncap,0.8,17.580127716064453,17.96562671661377,4.674291610717773
mps-uncap,0.9,17.933177947998047,18.223047256469727,4.77595329284668
mps-uncap,1.0,18.242502212524414,18.663740158081055,4.8706769943237305
mps-uncap,0.5,17.069339752197266,18.50924491882325,5.230808258056641
mps-uncap,0.6,16.27659797668457,18.185162544250492,4.620909690856934
mps-uncap,0.7,16.405940055847168,18.685102462768565,4.438543319702148
mps-uncap,0.1,26.369810104370117,30.02285957336426,6.050300598144531
mps-uncap,0.2,25.202107429504398,22.13115692138672,5.819559097290039
mps-uncap,0.3,18.358659744262695,21.55923843383789,5.84716796875
mps-uncap,0.4,18.03264617919922,21.37126922607422,5.576848983764648
