mode,load,0_densenet169-8,1_densenet201-2,2_mobilenet_v2-16
mps-uncap,0.8,8.517742156982422,10.378718376159668,3.053903579711914
mps-uncap,0.9,24.949073791503906,19.99640464782715,8.848428726196289
mps-uncap,1.0,126.07932090759277,160.2466106414795,44.05951499938965
mps-uncap,0.5,0.0476837158203125,0.047326087951660156,0.04076957702636719
mps-uncap,0.6,0.05412101745605469,0.17631053924560547,0.43654441833496094
mps-uncap,0.7,0.9399652481079102,5.203485488891602,1.4374256134033203
mps-uncap,0.1,0.057816505432128906,0.0591278076171875,0.049591064453125
mps-uncap,0.2,0.057816505432128906,0.05817413330078125,0.04482269287109375
mps-uncap,0.3,0.05626678466796875,0.053882598876953125,0.046253204345703125
mps-uncap,0.4,0.055789947509765625,0.05125999450683594,0.04506111145019531
