mode,load,0_densenet169-8,1_densenet201-2,2_mobilenet_v2-16
mps-uncap,0.8,35.57925224304199,45.57738304138187,15.770673751831055
mps-uncap,0.9,108.90712738037111,84.77072715759277,36.9455337524414
mps-uncap,1.0,331.4613342285157,384.39388275146484,123.6224889755249
mps-uncap,0.5,13.390064239501953,15.659689903259292,5.603075027465823
mps-uncap,0.6,17.245888710021973,20.33295631408692,6.468653678894043
mps-uncap,0.7,21.784663200378418,31.36522769927986,8.649110794067383
mps-uncap,0.1,0.8562803268432617,1.1580944061279368,0.6370067596435551
mps-uncap,0.2,10.558414459228523,11.756229400634766,3.4210205078124996
mps-uncap,0.3,13.693904876708984,13.519906997680666,4.800939559936523
mps-uncap,0.4,13.461542129516602,12.755680084228516,5.291795730590824
