mode,load,0_densenet169-8,1_densenet201-2,2_mobilenet_v2-16
mps-uncap,0.8,9.918928146362305,12.119531631469727,3.0655860900878906
mps-uncap,0.9,10.110855102539062,12.22848892211914,3.064870834350586
mps-uncap,1.0,10.776042938232422,14.310359954833984,3.070831298828125
mps-uncap,0.5,9.929418563842773,12.028932571411133,3.0517578125
mps-uncap,0.6,9.86933708190918,12.132406234741211,3.060579299926758
mps-uncap,0.7,10.041952133178711,12.127876281738281,3.0395984649658203
mps-uncap,0.1,10.063409805297852,12.031078338623047,3.075122833251953
mps-uncap,0.2,9.764671325683594,12.234210968017578,3.047943115234375
mps-uncap,0.3,9.932994842529297,11.938810348510742,3.061532974243164
mps-uncap,0.4,10.06007194519043,12.412071228027344,3.047466278076172
