mode,load,0_vgg11-32,1_vgg16-32,2_vgg19-16
mps-uncap,0.8,9.991288185119629,20.843029022216797,8.890151977539062
mps-uncap,0.9,56.784629821777344,113.02661895751953,50.83155632019043
mps-uncap,1.0,858.2656383514404,2219.9286222457886,2631.4423084259033
mps-uncap,0.5,0.025987625122070312,0.028371810913085938,0.0247955322265625
mps-uncap,0.6,0.027418136596679688,0.029087066650390625,0.024318695068359375
mps-uncap,0.7,4.733800888061523,6.372928619384766,0.02765655517578125
mps-uncap,0.1,0.04291534423828125,0.043272972106933594,0.04374980926513672
mps-uncap,0.2,0.0400543212890625,0.04220008850097656,0.041484832763671875
mps-uncap,0.3,0.02956390380859375,0.03528594970703125,0.04029273986816406
mps-uncap,0.4,0.028371810913085938,0.02777576446533203,0.02956390380859375
