mode,load,0_vgg11-32,1_vgg16-32,2_vgg19-16
mps-uncap,0.8,38.973212242126465,49.69902992248535,56.84380531311035
mps-uncap,0.9,39.39367055892946,50.50700664520264,59.365873336791985
mps-uncap,1.0,38.783597946166985,50.174531936645494,59.47587013244629
mps-uncap,0.5,35.15087604522706,45.90214014053346,51.50718688964842
mps-uncap,0.6,36.99359893798829,47.78040647506716,53.561367988586426
mps-uncap,0.7,38.800201416015625,47.959315776824944,55.45796394348141
mps-uncap,0.1,33.26959609985342,42.13247060775753,39.978845119476325
mps-uncap,0.2,33.827900886535666,39.41534280776978,41.43117904663087
mps-uncap,0.3,32.66589164733887,42.10075855255127,42.122550010681145
mps-uncap,0.4,35.141172409057624,43.27515125274658,49.430155754089355
