mode,load,0_vgg11-32,1_vgg16-32,2_vgg19-16
mps-uncap,0.8,234.42769050598145,412.77146339416504,241.8801784515381
mps-uncap,0.9,401.3562202453613,671.947717666626,497.4348545074463
mps-uncap,1.0,4000.1068115234375,6063.25888633728,3577.2616863250732
mps-uncap,0.5,90.73615074157715,111.76156997680664,52.045345306396484
mps-uncap,0.6,81.71319961547852,142.07983016967773,79.63275909423828
mps-uncap,0.7,166.64624214172363,220.16525268554688,268.3894634246826
mps-uncap,0.1,35.343170166015625,18.327951431274414,10.918378829956055
mps-uncap,0.2,19.837141036987305,27.964115142822266,31.62527084350586
mps-uncap,0.3,33.03337097167969,40.496826171875,38.904428482055664
mps-uncap,0.4,51.656246185302734,61.136484146118164,54.17823791503906
