mode,load,0_vgg11-32,1_vgg16-32,2_vgg19-16
mps-uncap,0.8,11.013269424438477,18.99099349975586,11.74306869506836
mps-uncap,0.9,10.948419570922852,19.069433212280273,11.610031127929688
mps-uncap,1.0,11.038780212402344,20.82228660583496,12.082338333129883
mps-uncap,0.5,10.649919509887695,18.959760665893555,11.605024337768555
mps-uncap,0.6,10.590314865112305,18.828392028808594,11.574745178222656
mps-uncap,0.7,10.860681533813477,18.99886131286621,11.57069206237793
mps-uncap,0.1,10.927677154541016,19.054651260375977,11.604070663452148
mps-uncap,0.2,10.911226272583008,18.964529037475586,11.581897735595703
mps-uncap,0.3,10.879755020141602,18.564701080322266,11.52801513671875
mps-uncap,0.4,10.553598403930664,18.93448829650879,11.536598205566406
