mode,load,0_vgg11-32,1_vgg16-32,2_vgg19-16
mps-uncap,0.8,42.25945472717285,52.01864242553711,61.290740966796875
mps-uncap,0.9,43.14446449279785,53.670644760131836,63.13323974609375
mps-uncap,1.0,47.847747802734375,52.12116241455078,61.159610748291016
mps-uncap,0.5,38.422346115112305,49.13830757141113,56.58268928527832
mps-uncap,0.6,41.129112243652344,49.83162879943848,57.86538124084473
mps-uncap,0.7,41.69797897338867,50.73738098144531,60.051918029785156
mps-uncap,0.1,39.877891540527344,47.21212387084961,43.074607849121094
mps-uncap,0.2,39.956092834472656,46.74124717712402,51.06973648071289
mps-uncap,0.3,39.69120979309082,46.99969291687012,51.244258880615234
mps-uncap,0.4,39.949655532836914,46.466827392578125,53.121328353881836
