mode,load,0_vgg11-32,1_vgg16-32,2_vgg19-16
mps-uncap,0.8,203.9560079574585,381.13636970520025,220.1504993438721
mps-uncap,0.9,327.0742845535279,653.1507301330566,470.49242973327614
mps-uncap,1.0,3848.0405569076534,5975.026416778564,3517.9817008972163
mps-uncap,0.5,73.34507465362559,112.59183168411259,66.04026556015012
mps-uncap,0.6,87.89792060852055,136.09132051467896,95.27984142303468
mps-uncap,0.7,133.64182472229012,159.47314977645874,230.43691635131734
mps-uncap,0.1,38.31072807312008,42.17635154724117,40.002717971801765
mps-uncap,0.2,36.04489803314209,49.13708925247194,45.11114120483399
mps-uncap,0.3,41.45715713500976,53.28414440155029,47.155430316925006
mps-uncap,0.4,53.26498985290529,71.73989295959481,67.0556879043579
