mode,load,0_vgg11-32,1_vgg16-32,2_vgg19-16
mps-uncap,0.8,34.53099727630615,56.3507080078125,47.94430732727051
mps-uncap,0.9,85.31153202056885,154.24907207489014,96.79293632507324
mps-uncap,1.0,886.2292766571045,2264.506220817566,2680.1071166992188
mps-uncap,0.5,18.741369247436523,31.073689460754395,21.88420295715332
mps-uncap,0.6,21.706581115722656,33.153653144836426,24.12724494934082
mps-uncap,0.7,29.700756072998047,41.29934310913086,36.88955307006836
mps-uncap,0.1,13.65804672241211,21.75295352935791,13.085484504699707
mps-uncap,0.2,13.548851013183594,21.669387817382812,13.061761856079102
mps-uncap,0.3,13.753175735473633,22.479534149169922,13.499855995178223
mps-uncap,0.4,15.55943489074707,27.557969093322754,15.464305877685547
