mode,load,0_vgg11-32,1_vgg16-32,2_vgg19-16
mps-uncap,0.8,11.084794998168945,19.087791442871094,11.772871017456055
mps-uncap,0.9,11.16943359375,19.40631866455078,11.632442474365234
mps-uncap,1.0,11.084794998168945,24.292707443237305,12.306928634643555
mps-uncap,0.5,10.74361801147461,18.983125686645508,11.617660522460938
mps-uncap,0.6,10.613441467285156,18.871068954467773,11.597871780395508
mps-uncap,0.7,10.910272598266602,19.01531219482422,11.594057083129883
mps-uncap,0.1,10.951519012451172,19.078731536865234,11.650562286376953
mps-uncap,0.2,10.9405517578125,18.98956298828125,11.606216430664062
mps-uncap,0.3,10.90240478515625,18.592357635498047,11.591911315917969
mps-uncap,0.4,10.575532913208008,18.950700759887695,11.574268341064453
