mode,load,0_vgg11-32,1_vgg16-32,2_vgg19-16
mps-uncap,0.8,34.116268157958984,45.711946487426765,51.32603645324707
mps-uncap,0.9,35.76653003692627,48.01807403564453,54.94334697723389
mps-uncap,1.0,36.12685203552246,47.90184497833252,55.710744857788086
mps-uncap,0.5,27.826189994812015,39.36281204223633,39.95621204376221
mps-uncap,0.6,29.068470001220703,40.45913219451904,41.85690879821777
mps-uncap,0.7,32.46016502380371,43.26763153076172,48.76708984375
mps-uncap,0.1,19.275665283203125,30.775141716003418,22.679972648620613
mps-uncap,0.2,22.27163314819336,30.8995008468628,28.23476791381836
mps-uncap,0.3,22.502183914184574,31.10885620117188,28.55648994445801
mps-uncap,0.4,25.680017471313477,35.833048820495605,32.169198989868164
