mode,load,0_efficientnet_b6-16,1_mobilenet_v2-32,2_mobilenet_v3_small-2,3_resnet101-32
mps-uncap,1.0,0.00858306884765625,0.0007152557373046875,0.009298324584960938,0.000476837158203125
