mode,load,0_efficientnet_b5-4,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_large-8
mps-uncap,1.0,0.010967254638671875,0.000476837158203125,0.00095367431640625,0.0007152557373046875
