mode,load,0_efficientnet_b5-4,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_large-8
mps-uncap,1.0,135.2368502242181,1307.7090437806303,3273.0372705682803,818.385716515781
