mode,load,0_resnet18-32,1_squeezenet1_0-2,2_vgg11-4
mps-uncap,0.8,8.482217788696289,5.247354507446289,5.371332168579102
mps-uncap,0.9,8.365106582641602,6.068229675292969,5.356168746948242
mps-uncap,1.0,8.517980575561523,5.450439453125,5.407142639160155
mps-uncap,0.5,8.085322380065918,4.321575164794922,4.8105955123901385
mps-uncap,0.6,8.327341079711914,4.379415512084962,4.976558685302735
mps-uncap,0.7,8.347034454345705,4.874563217163086,5.1822662353515625
mps-uncap,0.1,9.13381576538086,4.210186004638672,3.352618217468263
mps-uncap,0.2,8.564329147338867,4.171228408813477,3.3629655838012695
mps-uncap,0.3,8.771657943725586,4.433178901672364,4.129004478454589
mps-uncap,0.4,8.758759498596191,4.552769660949707,4.483461380004883
