mode,load,0_resnet18-32,1_squeezenet1_0-2,2_vgg11-4
mps-uncap,0.8,3608.0723282489234,349.37229178454294,855.6986705472373
mps-uncap,0.9,3999.8975217255907,393.58008412249734,933.269711146053
mps-uncap,1.0,3898.5192874608606,447.2777331822759,975.6557380876302
mps-uncap,0.5,2234.4113894470297,220.93531102319332,527.2518526542679
mps-uncap,0.6,2644.52130858493,263.17049886795036,632.1830212790859
mps-uncap,0.7,3115.7624840418835,310.7645120818254,748.5843565364852
mps-uncap,0.1,429.12080075246195,43.81523534475333,103.26365926594838
mps-uncap,0.2,908.1082146009082,86.76278962843934,210.45489130612103
mps-uncap,0.3,1262.1129779307744,132.8101708055715,311.687643525503
mps-uncap,0.4,1772.3058847592365,172.91788724410296,424.2520330253336
