mode,load,0_inception_v3-8,1_mobilenet_v2-2,2_squeezenet1_0-2
mps-uncap,0.6,13.10276985168457,5.972862243652344,3.171205520629883
mig,0.6,12.566447257995605,6.036162376403809,2.7178525924682617
mps-uncap,0.7,16.05367660522461,7.5626373291015625,3.642439842224121
mig,0.7,16.448974609375,7.263422012329102,3.4720897674560547
mps-uncap,0.8,25.618553161621094,11.816740036010742,4.8035383224487305
mig,0.8,23.96261692047119,8.725404739379883,4.4574737548828125
mps-uncap,0.9,50.206661224365234,20.39504051208496,98.9079475402832
mig,0.9,32.11021423339844,15.78223705291748,10.052204132080078
mps-uncap,1.0,2030.090093612671,160.39633750915527,2534.003496170044
mig,1.0,107.5890064239502,74.18692111968994,96.169114112854
mps-uncap,1.1,4775.280833244324,5772.1686363220215,4004.305362701416
mig,1.1,2981.495141983032,4110.676527023315,5288.980484008789
mps-uncap,1.2,8326.071619987488,8637.830376625061,9145.034551620483
mig,1.2,6791.842222213745,6826.963663101196,5957.139253616333
mps-uncap,1.3,11100.523710250854,11200.474262237549,11444.814682006836
mig,1.3,11258.119940757751,10507.654666900635,9941.641688346863
