mode,load,0_inception_v3-8,1_mobilenet_v2-2,2_squeezenet1_0-2
mps-uncap,0.6,28.819966316223155,13.141202926635744,7.1979522705078125
mig,0.6,28.34255695343018,13.650941848754886,5.817461013793944
mps-uncap,0.7,36.456966400146484,17.9750919342041,8.66849422454834
mig,0.7,39.37029838562012,16.309189796447754,8.205127716064453
mps-uncap,0.8,65.73443412780762,34.27948951721192,12.4877691268921
mig,0.8,65.11390209197998,22.74861335754393,11.721611022949219
mps-uncap,0.9,130.4496765136719,48.42882156372072,189.18919563293457
mig,0.9,112.48755455017093,41.57662391662598,38.20672035217285
mps-uncap,1.0,3678.3103466033936,302.87771224975586,3996.907711029054
mig,1.0,292.44880676269526,160.23001670837402,201.5729904174805
mps-uncap,1.1,8994.192671775818,10012.453556060791,7025.826549530029
mig,1.1,5915.174388885498,7080.938911437991,9377.661514282227
mps-uncap,1.2,14983.957409858704,15231.931996345522,16155.324649810791
mig,1.2,11448.004245758057,12432.387781143188,11022.969198226929
mps-uncap,1.3,20301.307344436646,20169.428110122684,20401.38545036316
mig,1.3,20008.512377738953,19269.92473602295,18349.874567985535
