mode,load,0_inception_v3-8,1_mobilenet_v2-2,2_squeezenet1_0-2
mps-uncap,0.6,4.0787458419799805,1.7838478088378906,1.2068748474121094
mig,0.6,3.7255287170410156,1.9394159317016602,0.8637905120849609
mps-uncap,0.7,7.109165191650391,3.390789031982422,1.753687858581543
mig,0.7,7.434606552124023,3.178834915161133,1.6260147094726562
mps-uncap,0.8,16.509652137756348,7.537841796875,2.91597843170166
mig,0.8,15.10322093963623,4.686594009399414,2.595663070678711
mps-uncap,0.9,41.22614860534668,16.152143478393555,96.96388244628906
mig,0.9,23.343801498413086,11.655926704406738,8.220911026000977
mps-uncap,1.0,2021.1180448532104,156.2056541442871,2531.998634338379
mig,1.0,98.87313842773438,70.08576393127441,94.34151649475098
mps-uncap,1.1,4766.340255737305,5767.906188964844,4002.4771690368652
mig,1.1,2972.785711288452,4106.507301330566,5287.12797164917
mps-uncap,1.2,8317.022800445557,8633.609533309937,9142.9603099823
mig,1.2,6783.23757648468,6822.802782058716,5955.275297164917
mps-uncap,1.3,11091.446161270142,11196.210861206055,11443.04084777832
mig,1.3,11249.24921989441,10503.453493118286,9939.759373664856
