mode,load,0_inception_v3-8,1_mobilenet_v2-2,2_squeezenet1_0-2
mps-uncap,0.6,21.509885787963867,10.285615921020508,16.90840721130371
mig,0.6,22.49765396118164,9.58108901977539,15.435218811035156
mps-uncap,0.7,20.02549171447754,8.666515350341797,9.409666061401367
mig,0.7,12.26806640625,6.685972213745117,3.674745559692383
mps-uncap,0.8,22.13907241821289,15.25568962097168,12.661218643188477
mig,0.8,11.381149291992188,6.9942474365234375,3.684520721435547
mps-uncap,0.9,22.443532943725586,10.465145111083984,14.984369277954102
mig,0.9,19.049882888793945,15.079259872436523,14.769792556762695
mps-uncap,1.0,22.185325622558594,16.544342041015625,14.745712280273438
mig,1.0,21.53944969177246,9.550809860229492,10.739564895629883
mps-uncap,1.1,22.34673500061035,17.695903778076172,15.246391296386719
mig,1.1,10.312318801879883,7.503271102905273,8.866310119628906
mps-uncap,1.2,19.87743377685547,12.576818466186523,15.582084655761719
mig,1.2,21.50416374206543,11.241912841796875,14.090776443481445
mps-uncap,1.3,21.921396255493164,15.572309494018555,18.898963928222656
mig,1.3,22.06707000732422,13.064146041870117,16.922950744628906
