mode,load,0_inception_v3-8,1_mobilenet_v2-2,2_squeezenet1_0-2
mps-uncap,0.6,38.3361673355103,18.417501449584982,10.119495391845694
mig,0.6,41.59351110458369,23.742969036102323,9.28854703903198
mps-uncap,0.7,61.967897415161126,28.391563892364506,14.01744604110721
mig,0.7,57.98449516296386,22.963216304779056,13.288669586181639
mps-uncap,0.8,105.59786081314085,56.318476200103774,20.505900382995588
mig,0.8,101.98511600494415,37.38268852233884,20.223569869995124
mps-uncap,0.9,194.00575160980236,73.76296997070307,233.648681640625
mig,0.9,158.7030029296875,65.93576669692983,78.66401195526124
mps-uncap,1.0,3914.9703431129456,385.8538055419923,4130.872955322266
mig,1.0,542.9679155349723,209.46443319320676,299.1200900077821
mps-uncap,1.1,9994.93535041809,11146.96153640747,7714.877395629883
mig,1.1,6295.133209228514,7881.75368309021,10057.248096466064
mps-uncap,1.2,16441.17158651352,16944.59627389908,17651.131358146667
mig,1.2,12348.85137081146,13816.455326080319,12233.728322982788
mps-uncap,1.3,22252.813358306885,22253.423337936405,22221.415815353394
mig,1.3,22016.966366767883,21072.855262756348,20137.72421836853
