mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,32.84454345703125,18.458247184753418,18.47231388092041,18.482446670532227
