mode,load,0_resnet50-4,1_resnet50-4,2_resnet50-4,3_resnet50-4
mig,0.1,12.63880729675293,13.021469116210938,13.955116271972656,14.89114761352539
mig,0.2,13.565778732299805,12.676715850830078,19.80876922607422,15.523910522460938
mig,0.3,21.277427673339844,21.174907684326172,20.12181282043457,24.294614791870117
mig,0.4,10.017871856689453,19.25206184387207,14.615058898925781,17.39811897277832
mig,0.5,9.861469268798828,20.34616470336914,21.125316619873047,15.51675796508789
mig,0.6,18.7380313873291,20.459651947021484,20.859718322753906,27.603626251220703
mig,0.7,16.361474990844727,21.0416316986084,21.001100540161133,25.80571174621582
mig,0.8,19.207239151000977,18.894672393798828,19.370079040527344,24.98912811279297
mig,0.9,16.363143920898438,17.17066764831543,19.887685775756836,24.419784545898438
mig,1.0,20.30181884765625,20.040035247802734,14.398813247680664,26.35049819946289
