mode,load,0_efficientnet_b7-4,1_mobilenet_v2-32,2_mobilenet_v2-4,3_resnet50-32
mps-uncap,1.0,0.012636184692382812,0.0007152557373046875,0.0007152557373046875,0.0007152557373046875
