mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_resnet18-8
mps-uncap,1.0,2796.5298239771732,2796.5383290050336,520.5776380512012,1239.7903759311002
