mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_resnet18-8
mps-uncap,1.0,10.802984237670898,10.917186737060547,3.3979415893554688,3.1630992889404297
