mode,load,0_squeezenet1_0-2,1_squeezenet1_0-2
mig,0.1,20.728588104248047,20.26057243347168
mig,0.2,19.37079429626465,17.603635787963867
mig,0.3,15.733718872070312,13.647079467773438
mig,0.4,18.635272979736328,19.678592681884766
mig,0.5,32.797813415527344,23.32901954650879
mig,0.6,1534.1436862945557,84.95736122131348
mig,0.7,9574.70965385437,3505.7079792022705
mig,0.8,15795.025825500488,11252.620935440063
mig,0.9,20294.755220413208,16272.059202194214
mig,1.0,25101.287603378296,20981.342315673828
