mode,load,0_squeezenet1_0-2,1_squeezenet1_0-2
mig,0.1,192.80125794296666,168.81479974485686
mig,0.2,381.31279357900195,334.37061029724885
mig,0.3,571.2771895863063,507.73472420247913
mig,0.4,753.5736509217065,684.7703753425398
mig,0.5,959.5469182410336,845.4978305140365
mig,0.6,1099.1183612352943,1013.6602003507766
mig,0.7,1103.4733338957114,1106.637165378423
mig,0.8,1103.6089842172835,1098.1063462268398
mig,0.9,1118.8963889681734,1099.343797023511
mig,1.0,1095.8729326445707,1077.2144545477352
