mode,load,0_squeezenet1_0-2,1_squeezenet1_0-2
mig,0.1,0.029087066650390625,0.02765655517578125
mig,0.2,0.031948089599609375,0.027179718017578125
mig,0.3,0.3261566162109375,0.06580352783203125
mig,0.4,1.2712478637695312,0.8826255798339844
mig,0.5,3.5833120346069336,1.8165111541748047
mig,0.6,676.0339736938477,9.051084518432617
mig,0.7,4684.681415557861,1707.9925537109375
mig,0.8,7497.622489929199,5475.872039794922
mig,0.9,10124.692797660828,8115.965723991394
mig,1.0,12574.942111968994,10474.255084991455
