mode,load,0_squeezenet1_0-2,1_squeezenet1_0-2
mig,0.1,0.011682510375976562,0.010967254638671875
mig,0.2,0.009059906005859375,0.010251998901367188
mig,0.3,0.008821487426757812,0.008821487426757812
mig,0.4,0.009059906005859375,0.009059906005859375
mig,0.5,0.008821487426757812,0.009298324584960938
mig,0.6,0.011444091796875,0.009298324584960938
mig,0.7,0.010967254638671875,0.011682510375976562
mig,0.8,0.011682510375976562,0.011444091796875
mig,0.9,0.011682510375976562,0.011444091796875
mig,1.0,0.011682510375976562,0.011205673217773438
