mode,load,0_densenet201-16,1_mobilenet_v3_small-16,2_resnet101-2
mps-uncap,0.8,15.801668167114258,2.381563186645508,4.96363639831543
mps-uncap,0.9,16.794443130493164,2.4001598358154297,4.9591064453125
mps-uncap,1.0,18.175840377807617,2.4123191833496094,5.240201950073242
mps-uncap,0.5,15.752553939819336,2.380847930908203,4.910707473754883
mps-uncap,0.6,15.828609466552734,2.3965835571289062,4.897117614746094
mps-uncap,0.7,15.72871208190918,2.361774444580078,5.054712295532227
mps-uncap,0.1,15.88892936706543,2.4199485778808594,5.146980285644531
mps-uncap,0.2,15.77305793762207,2.4826526641845703,5.061626434326172
mps-uncap,0.3,15.728235244750977,2.417325973510742,4.917144775390625
mps-uncap,0.4,15.866994857788086,2.393960952758789,5.055904388427734
