mode,load,0_densenet201-16,1_mobilenet_v3_small-16,2_resnet101-2
mps-uncap,0.8,16.719579696655273,2.3720264434814453,4.21595573425293
mps-uncap,0.9,41.77665710449219,4.5299530029296875,11.363029479980469
mps-uncap,1.0,91.6450023651123,106.67943954467773,71.63405418395996
mps-uncap,0.5,0.05364418029785156,0.3490447998046875,0.04363059997558594
mps-uncap,0.6,0.06496906280517578,0.7503032684326172,0.04780292510986328
mps-uncap,0.7,8.085966110229492,1.2916326522827148,1.331329345703125
mps-uncap,0.1,0.061511993408203125,0.049591064453125,0.0591278076171875
mps-uncap,0.2,0.06341934204101562,0.04982948303222656,0.05221366882324219
mps-uncap,0.3,0.05626678466796875,0.04839897155761719,0.049114227294921875
mps-uncap,0.4,0.05841255187988281,0.04506111145019531,0.048160552978515625
