mode,load,0_densenet201-16,1_mobilenet_v3_small-16,2_resnet101-2
mps-uncap,0.8,15.726804733276367,2.3398399353027344,4.866838455200195
mps-uncap,0.9,15.868425369262695,2.3467540740966797,4.8885345458984375
mps-uncap,1.0,18.148422241210938,2.368450164794922,5.037784576416016
mps-uncap,0.5,15.680789947509766,2.3369789123535156,4.829883575439453
mps-uncap,0.6,15.786170959472656,2.3500919342041016,4.838705062866211
mps-uncap,0.7,15.702486038208008,2.328634262084961,5.001306533813477
mps-uncap,0.1,15.82026481628418,2.3651123046875,5.092382431030273
mps-uncap,0.2,15.730857849121094,2.3834705352783203,5.011796951293945
mps-uncap,0.3,15.713214874267578,2.364635467529297,4.868030548095703
mps-uncap,0.4,15.830516815185547,2.3310184478759766,4.992008209228516
