mode,load,0_densenet201-16,1_mobilenet_v3_small-16,2_resnet101-2
mps-uncap,0.8,22.82724380493164,4.084491729736329,9.710597991943361
mps-uncap,0.9,23.189163208007812,4.195213317871094,9.914708137512207
mps-uncap,1.0,21.952152252197266,5.076503753662109,10.078263282775879
mps-uncap,0.5,20.38099765777588,4.777812957763672,9.853124618530273
mps-uncap,0.6,21.526575088500977,4.216527938842773,9.590864181518555
mps-uncap,0.7,22.162342071533203,4.02524471282959,9.494495391845703
mps-uncap,0.1,30.027437210083008,6.584000587463379,12.831211090087892
mps-uncap,0.2,22.066783905029297,6.765246391296387,12.367773056030273
mps-uncap,0.3,21.726226806640625,6.495666503906251,11.865520477294922
mps-uncap,0.4,20.61786651611328,5.708217620849609,11.65919303894043
