mode,load,0_densenet201-16,1_mobilenet_v3_small-16,2_resnet101-2
mps-uncap,0.8,250.9286403656006,50.383567810058594,74.54204559326172
mps-uncap,0.9,442.4762725830078,63.45844268798828,123.26478958129883
mps-uncap,1.0,517.9009437561035,354.2132377624512,535.4499816894531
mps-uncap,0.5,95.07513046264648,29.367446899414062,41.92519187927246
mps-uncap,0.6,149.19424057006836,25.644540786743164,326.3120651245117
mps-uncap,0.7,166.60261154174805,28.736591339111328,62.1945858001709
mps-uncap,0.1,52.933692932128906,19.225597381591797,29.046297073364258
mps-uncap,0.2,52.01578140258789,30.558347702026367,48.793792724609375
mps-uncap,0.3,67.66986846923828,25.677919387817383,40.93456268310547
mps-uncap,0.4,66.82753562927246,23.441553115844727,55.67669868469238
