mode,load,0_densenet201-16,1_mobilenet_v3_small-16,2_resnet101-2
mps-uncap,0.8,37.63461112976074,5.36346435546875,11.48533821105957
mps-uncap,0.9,63.52353096008301,7.694721221923828,19.44136619567871
mps-uncap,1.0,113.46805095672607,109.98952388763428,80.3067684173584
mps-uncap,0.5,19.841551780700684,4.698991775512695,9.10961627960205
mps-uncap,0.6,21.656394004821777,4.23884391784668,9.035468101501465
mps-uncap,0.7,28.255701065063477,4.392266273498535,9.532451629638672
mps-uncap,0.1,21.784543991088867,6.2073469161987305,12.293577194213867
mps-uncap,0.2,21.162986755371094,6.50179386138916,11.902332305908203
mps-uncap,0.3,20.603179931640625,6.110072135925293,11.23356819152832
mps-uncap,0.4,19.55723762512207,5.345344543457031,9.776115417480469
