mode,load,0_densenet201-16,1_mobilenet_v3_small-16,2_resnet101-2
mps-uncap,0.8,0.012874603271484375,0.008344650268554688,0.010013580322265625
mps-uncap,0.9,0.012874603271484375,0.008344650268554688,0.011205673217773438
mps-uncap,1.0,0.012636184692382812,0.010013580322265625,0.011444091796875
mps-uncap,0.5,0.012636184692382812,0.0095367431640625,0.009775161743164062
mps-uncap,0.6,0.010728836059570312,0.00858306884765625,0.009775161743164062
mps-uncap,0.7,0.010728836059570312,0.008821487426757812,0.010728836059570312
mps-uncap,0.1,0.02002716064453125,0.010967254638671875,0.011682510375976562
mps-uncap,0.2,0.0133514404296875,0.011205673217773438,0.01239776611328125
mps-uncap,0.3,0.013113021850585938,0.010728836059570312,0.011444091796875
mps-uncap,0.4,0.012874603271484375,0.01049041748046875,0.009775161743164062
