mode,load,0_densenet161-2,1_inception_v3-16,2_resnet50-2
mps-uncap,0.8,116.65365439643278,1362.1770055071725,377.744851211784
mps-uncap,0.9,116.52271127977765,1509.3892418429023,395.94476022985936
mps-uncap,1.0,120.02691016553926,1595.1802452960067,380.95798144952147
mps-uncap,0.5,84.51559225703143,822.0086373820026,232.53830077155592
mps-uncap,0.6,99.99975347437733,953.4663848562087,284.6043173174204
mps-uncap,0.7,113.21735374870175,1134.437062534011,328.6767372087426
mps-uncap,0.1,15.86435307852853,162.39815173521438,48.51459551787239
mps-uncap,0.2,32.133547638290175,314.11944922733136,94.25167827489699
mps-uncap,0.3,49.75602805415748,506.66871718634343,137.69707039583892
mps-uncap,0.4,64.52996065427223,652.2258367122527,190.4934168149107
