mode,load,0_densenet161-2,1_inception_v3-16,2_resnet50-2
mps-uncap,0.8,8155.708312988281,200.90484619140625,413.64121437072754
mps-uncap,0.9,14374.170780181885,551.0473251342773,4751.254558563232
mps-uncap,1.0,16926.03373527527,2706.2902450561523,12346.021175384521
mps-uncap,0.5,188.38024139404297,56.256771087646484,40.26508331298828
mps-uncap,0.6,491.96553230285645,65.6275749206543,92.25845336914062
mps-uncap,0.7,568.1335926055908,98.74081611633301,70.01042366027832
mps-uncap,0.1,63.75551223754883,42.670488357543945,33.034324645996094
mps-uncap,0.2,71.17867469787598,57.87301063537598,31.388044357299805
mps-uncap,0.3,91.22920036315918,38.404226303100586,30.417203903198242
mps-uncap,0.4,140.85841178894043,45.64547538757324,30.657529830932617
