mode,load,0_densenet161-2,1_inception_v3-16,2_resnet50-2
mps-uncap,0.8,7619.732975959778,78.04174423217773,250.2871036529541
mps-uncap,0.9,13067.991018295288,310.3338718414307,4136.5819215774545
mps-uncap,1.0,15225.280857086183,2217.2955989837646,11276.143074035645
mps-uncap,0.5,64.9266242980957,24.33609962463379,15.250492095947266
mps-uncap,0.6,143.94907951354983,27.48019695281982,24.76837635040283
mps-uncap,0.7,381.36940002441406,43.37759017944337,31.33692741394045
mps-uncap,0.1,32.54342079162598,22.884488105773936,16.138195991516113
mps-uncap,0.2,32.59401321411133,21.812915802001953,14.671087265014648
mps-uncap,0.3,37.87980079650879,19.250035285949707,12.500476837158203
mps-uncap,0.4,52.1376132965088,20.025014877319336,13.160824775695803
