mode,load,0_densenet161-2,1_inception_v3-16,2_resnet50-2
mps-uncap,0.8,17.632031440734863,11.114788055419922,5.870962142944336
mps-uncap,0.9,17.678403854370117,10.634326934814455,5.453610420227052
mps-uncap,1.0,17.084836959838867,10.450410842895511,5.851936340332032
mps-uncap,0.5,17.43030548095703,11.295652389526367,5.89900016784668
mps-uncap,0.6,17.828941345214844,10.717177391052246,5.961108207702637
mps-uncap,0.7,17.929792404174805,11.889028549194338,5.575895309448242
mps-uncap,0.1,29.796838760375977,20.42326927185059,10.99541187286377
mps-uncap,0.2,19.554424285888672,16.337871551513672,10.219335556030273
mps-uncap,0.3,18.617630004882812,12.637019157409668,7.780313491821289
mps-uncap,0.4,18.177509307861328,11.09457015991211,6.230020523071289
