mode,load,0_densenet161-2,1_inception_v3-16,2_resnet50-2
mps-uncap,0.8,18.62959861755371,12.149076461791992,6.70750617980957
mps-uncap,0.9,18.699145317077637,12.13846206665039,5.90106964111328
mps-uncap,1.0,17.830638885498047,12.097649574279785,6.444144248962401
mps-uncap,0.5,18.538599014282227,12.947769165039064,7.054433822631833
mps-uncap,0.6,19.25809383392334,12.133474349975584,7.168459892272948
mps-uncap,0.7,18.91615867614746,13.312246799468994,6.123151779174805
mps-uncap,0.1,31.041574478149418,21.42535924911499,11.600236892700195
mps-uncap,0.2,28.483543395996076,19.85487937927246,10.980868339538572
mps-uncap,0.3,19.8462963104248,16.012120246887207,9.388961791992186
mps-uncap,0.4,19.73708629608154,13.785719871520996,8.06971788406372
