mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-16
mps-uncap,1.0,1001.5466430023878,2433.5588042202803,2433.5686365696324,1464.1755800523104
