mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_vgg11-2
mps-uncap,0.8,8.70823860168457,20.520448684692383,1.3415813446044922
mps-uncap,0.9,8.745193481445312,20.942211151123047,1.340627670288086
mps-uncap,1.0,8.986949920654297,21.103858947753906,1.3477802276611328
mps-uncap,0.5,8.931159973144531,19.637346267700195,1.3394355773925781
mps-uncap,0.6,8.903741836547852,19.603490829467773,1.341104507446289
mps-uncap,0.7,8.866071701049805,19.613027572631836,1.346588134765625
mps-uncap,0.1,9.006977081298828,19.583940505981445,1.3432502746582031
mps-uncap,0.2,8.747339248657227,19.646167755126953,1.3484954833984375
mps-uncap,0.3,9.034395217895508,19.649028778076172,1.3473033905029297
mps-uncap,0.4,8.862495422363281,19.635677337646484,1.3477802276611328
