mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_vgg11-2
mps-uncap,0.8,29.194116592407227,33.27822685241699,5.18345832824707
mps-uncap,0.9,29.649019241333008,35.42017936706543,4.888772964477539
mps-uncap,1.0,30.32088279724121,35.74872016906738,5.034923553466797
mps-uncap,0.5,27.071475982666016,32.07039833068848,5.023956298828125
mps-uncap,0.6,28.3052921295166,32.17744827270508,5.267143249511719
mps-uncap,0.7,29.129505157470703,32.58395195007324,5.368947982788086
mps-uncap,0.1,24.153470993041992,26.5347957611084,4.685640335083008
mps-uncap,0.2,25.68340301513672,28.120756149291992,4.707574844360352
mps-uncap,0.3,26.31831169128418,30.4262638092041,5.332708358764648
mps-uncap,0.4,27.25386619567871,30.1358699798584,5.357027053833008
