mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_vgg11-2
mps-uncap,0.8,285.27164459228516,241.35684967041016,66.33400917053223
mps-uncap,0.9,220.10374069213867,613.1858825683594,58.692216873168945
mps-uncap,1.0,1641.474723815918,1500.9517669677734,373.4281063079834
mps-uncap,0.5,76.89404487609863,105.0877571105957,15.394449234008789
mps-uncap,0.6,120.24164199829102,122.82896041870117,18.291711807250977
mps-uncap,0.7,107.84769058227539,134.06991958618164,30.02166748046875
mps-uncap,0.1,39.96872901916504,44.34370994567871,5.475044250488281
mps-uncap,0.2,45.114755630493164,91.58444404602051,7.54237174987793
mps-uncap,0.3,58.17437171936035,67.93069839477539,11.139869689941406
mps-uncap,0.4,80.9786319732666,90.22736549377441,13.962745666503906
