mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_vgg11-2
mps-uncap,0.8,0.012159347534179688,0.011682510375976562,0.00762939453125
mps-uncap,0.9,0.011920928955078125,0.013589859008789062,0.0073909759521484375
mps-uncap,1.0,0.012159347534179688,0.0152587890625,0.008821487426757812
mps-uncap,0.5,0.012159347534179688,0.01239776611328125,0.008106231689453125
mps-uncap,0.6,0.011682510375976562,0.013113021850585938,0.008106231689453125
mps-uncap,0.7,0.012159347534179688,0.012874603271484375,0.008106231689453125
mps-uncap,0.1,0.019788742065429688,0.026226043701171875,0.009775161743164062
mps-uncap,0.2,0.012159347534179688,0.019311904907226562,0.009059906005859375
mps-uncap,0.3,0.012874603271484375,0.013113021850585938,0.009298324584960938
mps-uncap,0.4,0.011205673217773438,0.013113021850585938,0.009775161743164062
