mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_vgg11-2
mps-uncap,0.8,117.695385048858,374.67846219542656,519.1972743851903
mps-uncap,0.9,125.76721511850438,406.366535806306,587.0489423650715
mps-uncap,1.0,149.91334534864495,456.48680741213025,666.9196784833767
mps-uncap,0.5,71.82259999644198,233.40155133338234,331.0082532859958
mps-uncap,0.6,86.90218418219507,271.51025639590256,395.09320600626813
mps-uncap,0.7,107.43063650101584,311.8140666635994,458.8460890947269
mps-uncap,0.1,12.812535763505148,47.19445780987876,65.64399388113847
mps-uncap,0.2,29.600313717219198,95.96513650497312,133.3391951649136
mps-uncap,0.3,43.30661614165163,140.65576820159131,195.80711459244694
mps-uncap,0.4,59.58085142251022,188.93613352168674,263.1905121284712
