mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_vgg11-2
mps-uncap,0.8,5.230188369750977,17.911195755004883,1.2933015823364258
mps-uncap,0.9,19.600629806518555,37.28437423706055,2.9828548431396484
mps-uncap,1.0,355.3866147994995,303.9050102233887,68.43876838684082
mps-uncap,0.5,0.052809715270996094,0.05841255187988281,0.040531158447265625
mps-uncap,0.6,0.05435943603515625,0.058650970458984375,0.041484832763671875
mps-uncap,0.7,0.05650520324707031,1.150369644165039,0.22864341735839844
mps-uncap,0.1,0.060558319091796875,0.06103515625,0.04410743713378906
mps-uncap,0.2,0.05793571472167969,0.05793571472167969,0.0400543212890625
mps-uncap,0.3,0.05745887756347656,0.05698204040527344,0.04100799560546875
mps-uncap,0.4,0.05507469177246094,0.0553131103515625,0.041484832763671875
