mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_vgg11-2
mps-uncap,0.8,260.70213317871094,215.5451774597168,63.10558319091797
mps-uncap,0.9,199.08642768859863,581.0189247131348,54.97169494628906
mps-uncap,1.0,1616.718053817749,1466.3901329040527,370.6934452056885
mps-uncap,0.5,68.01509857177734,82.49163627624512,12.907981872558594
mps-uncap,0.6,100.29149055480957,95.20483016967773,15.091657638549805
mps-uncap,0.7,83.69851112365723,109.5726490020752,27.097225189208984
mps-uncap,0.1,20.48182487487793,22.017717361450195,2.022266387939453
mps-uncap,0.2,29.914140701293945,71.97856903076172,4.885435104370117
mps-uncap,0.3,42.285919189453125,44.6324348449707,8.672475814819336
mps-uncap,0.4,65.41633605957031,66.11084938049316,11.212587356567383
