mode,load,0_densenet161-16,1_densenet201-4,2_efficientnet_b6-2
mps-uncap,1.0,663.4887106749146,155.36579458080212,88.53105818078389
mig,1.0,464.58056705376,194.76921857262096,113.57630993395419
