mode,load,0_densenet161-16,1_densenet201-4,2_efficientnet_b6-2
mps-uncap,1.0,25.82652330398559,28.71272802352905,24.534864425659183
mig,1.0,36.208176612854004,21.801741123199463,18.76487970352173
