mode,load,0_mobilenet_v2-4,1_mobilenet_v2-4,2_mobilenet_v2-4,3_mobilenet_v2-4
mig,0.1,0.04649162292480469,0.045299530029296875,0.04601478576660156,0.04792213439941406
mig,0.2,0.046133995056152344,0.0457763671875,0.04673004150390625,0.04601478576660156
mig,0.3,0.04792213439941406,0.04744529724121094,0.04887580871582031,0.04673004150390625
mig,0.4,0.3459453582763672,0.41413307189941406,0.41961669921875,0.04649162292480469
mig,0.5,0.45609474182128906,0.5385875701904297,0.48160552978515625,0.048160552978515625
mig,0.6,0.9639263153076172,1.0368824005126953,0.9533166885375977,1.6585588455200195
mig,0.7,1.734018325805664,1.6109943389892578,1.7189979553222656,3.2885074615478516
mig,0.8,2.321481704711914,2.684473991394043,2.635478973388672,4.876852035522461
mig,0.9,5.218148231506348,7.104396820068359,5.616426467895508,12.178897857666016
mig,1.0,19.20294761657715,38.718223571777344,19.75870132446289,209.49482917785645
