mode,load,0_mobilenet_v2-4,1_mobilenet_v2-4,2_mobilenet_v2-4,3_mobilenet_v2-4
mig,0.1,5.917501449584961,5.891299247741699,5.903172492980957,6.013083457946777
mig,0.2,5.896925926208496,5.9642791748046875,5.930280685424805,6.136655807495118
mig,0.3,5.398154258728027,5.65338134765625,5.608177185058594,6.334543228149414
mig,0.4,4.020333290100098,4.384279251098633,4.207754135131836,5.517721176147461
mig,0.5,3.729701042175293,3.7520408630371094,3.7736892700195312,5.2631378173828125
mig,0.6,2.5556087493896484,2.6145458221435547,2.6237964630126953,4.606962203979492
mig,0.7,2.550840377807617,2.578258514404297,2.5870800018310547,4.580974578857422
mig,0.8,2.5277137756347656,2.582550048828125,2.590656280517578,4.588842391967773
mig,0.9,2.535104751586914,2.582550048828125,2.6051998138427734,4.589080810546875
mig,1.0,2.5408267974853516,2.588987350463867,2.594470977783203,4.594326019287109
