mode,load,0_mobilenet_v2-4,1_mobilenet_v2-4,2_mobilenet_v2-4,3_mobilenet_v2-4
mig,0.1,6.271533966064453,6.248571872711182,6.282479763031006,6.296460628509522
mig,0.2,6.3963866233825675,6.449437141418457,6.3721680641174325,6.582269668579101
mig,0.3,6.192147731781006,6.382465362548828,6.236872673034668,6.659350395202638
mig,0.4,5.466711521148682,5.526685714721681,5.396604537963867,6.155943870544434
mig,0.5,4.671919345855711,4.527158737182619,4.547557830810546,5.601749420166016
mig,0.6,3.8023185729980464,3.7977027893066406,3.770339488983154,5.3643202781677255
mig,0.7,3.155491352081298,3.2822465896606436,3.18589687347412,4.638671875
mig,0.8,2.6011276245117183,2.708446979522707,2.678132057189941,4.641294479370117
mig,0.9,2.5947093963623047,2.6532220840454097,2.824106216430664,4.639863967895508
mig,1.0,2.6155614852905273,2.6540756225585938,2.6528120040893555,4.637956619262695
