mode,load,0_mobilenet_v2-4,1_mobilenet_v2-4,2_mobilenet_v2-4,3_mobilenet_v2-4
mig,0.1,7.577285766601565,7.652814388275143,7.489068508148218,5.847067832946777
mig,0.2,12.218594551086422,12.895202636718803,12.382049560546879,8.789815902709947
mig,0.3,13.914346694946289,14.831066131591797,13.992958068847658,11.755142211914073
mig,0.4,11.988747119903564,13.556814193725613,14.080276489257821,14.88659381866456
mig,0.5,12.663924694061194,10.712995529174844,10.804243087768548,14.053683280944819
mig,0.6,11.618337631225513,11.662158966064448,10.759108066558838,17.95529365539551
mig,0.7,17.444958686828507,12.471237182617188,14.95183944702148,27.822911739349365
mig,0.8,19.33392524719238,18.56367826461795,20.947608947753896,41.13760709762573
mig,0.9,30.401635169982885,59.14063453674315,50.35004615783691,82.83666610717772
mig,1.0,94.82239246368405,115.57514190673828,105.63125610351568,362.18461990356445
