mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_squeezenet1_1-8
mps-uncap,1.0,2.6781558990478516,4.082918167114258,2.3949146270751953
mig,1.0,4.3201446533203125,4.087686538696289,3.0286312103271484
