mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_squeezenet1_1-8
mps-uncap,1.0,3.8118696212768555,4.980442523956297,3.74392032623291
mig,1.0,5.3475117683410645,4.3544769287109375,3.6249160766601562
